"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2015";"2020"
"Nível";"Cód.";"Município";"Bovino";"Bovino"
"MU";"2912806";"Ibirapuã (BA)";"59610";"53842"
"MU";"2912905";"Ibirataia (BA)";"8601";"4839"
"MU";"2913002";"Ibitiara (BA)";"18135";"15939"
"MU";"2913101";"Ibititá (BA)";"9391";"5438"
"MU";"2913200";"Ibotirama (BA)";"16887";"13500"
"MU";"2913309";"Ichu (BA)";"4728";"3667"
"MU";"2913408";"Igaporã (BA)";"20432";"18252"
"MU";"2913457";"Igrapiúna (BA)";"179";"42"
"MU";"2913507";"Iguaí (BA)";"44202";"42018"
"MU";"2913606";"Ilhéus (BA)";"12758";"11073"
"MU";"2913705";"Inhambupe (BA)";"30371";"28950"
"MU";"2913804";"Ipecaetá (BA)";"13378";"10512"
"MU";"2913903";"Ipiaú (BA)";"14345";"13457"
"MU";"2914000";"Ipirá (BA)";"100689";"92698"
"MU";"2914109";"Ipupiara (BA)";"7190";"5900"
"MU";"2914208";"Irajuba (BA)";"5848";"5142"
"MU";"2914307";"Iramaia (BA)";"28527";"24598"
"MU";"2914406";"Iraquara (BA)";"8735";"4392"
"MU";"2914505";"Irará (BA)";"8513";"7295"
"MU";"2914604";"Irecê (BA)";"10973";"7292"
"MU";"2914653";"Itabela (BA)";"57335";"42217"
"MU";"2914703";"Itaberaba (BA)";"54221";"48749"
"MU";"2914802";"Itabuna (BA)";"20550";"24241"
"MU";"2914901";"Itacaré (BA)";"1695";"1075"
"MU";"2915007";"Itaeté (BA)";"15456";"20772"
"MU";"2915106";"Itagi (BA)";"9248";"7994"
"MU";"2915205";"Itagibá (BA)";"61378";"69816"
"MU";"2915304";"Itagimirim (BA)";"69316";"73497"
"MU";"2915353";"Itaguaçu da Bahia (BA)";"15977";"11030"
"MU";"2915403";"Itaju do Colônia (BA)";"61455";"63483"
"MU";"2915502";"Itajuípe (BA)";"5629";"4383"
"MU";"2915601";"Itamaraju (BA)";"183886";"169032"
"MU";"2915700";"Itamari (BA)";"3504";"1993"
"MU";"2915809";"Itambé (BA)";"125551";"118399"
"MU";"2915908";"Itanagra (BA)";"6959";"7242"
"MU";"2916005";"Itanhém (BA)";"148930";"143608"
"MU";"2916104";"Itaparica (BA)";"549";"149"
"MU";"2916203";"Itapé (BA)";"44826";"45423"
"MU";"2916302";"Itapebi (BA)";"87347";"73686"
"MU";"2916401";"Itapetinga (BA)";"132338";"122299"
"MU";"2916500";"Itapicuru (BA)";"23076";"21033"
"MU";"2916609";"Itapitanga (BA)";"42280";"33427"
"MU";"2916708";"Itaquara (BA)";"8421";"5471"
"MU";"2916807";"Itarantim (BA)";"142593";"144248"
"MU";"2916856";"Itatim (BA)";"10447";"7143"
"MU";"2916906";"Itiruçu (BA)";"8861";"8376"
"MU";"2917003";"Itiúba (BA)";"41472";"33000"
"MU";"2917102";"Itororó (BA)";"26009";"31011"
"MU";"2917201";"Ituaçu (BA)";"10621";"7867"
"MU";"2917300";"Ituberá (BA)";"171";"78"
"MU";"2917334";"Iuiu (BA)";"52177";"60150"
"MU";"2917359";"Jaborandi (BA)";"90715";"89780"
"MU";"2917409";"Jacaraci (BA)";"20177";"18805"
"MU";"2917508";"Jacobina (BA)";"44792";"32914"
"MU";"2917607";"Jaguaquara (BA)";"24158";"19944"
"MU";"2917706";"Jaguarari (BA)";"15460";"6580"
"MU";"2917805";"Jaguaripe (BA)";"8300";"4236"
"MU";"2917904";"Jandaíra (BA)";"13601";"12886"
"MU";"2918001";"Jequié (BA)";"52401";"42078"
"MU";"2918100";"Jeremoabo (BA)";"53753";"39211"
"MU";"2918209";"Jiquiriçá (BA)";"4025";"3838"
"MU";"2918308";"Jitaúna (BA)";"10093";"5796"
"MU";"2918357";"João Dourado (BA)";"16662";"11964"
"MU";"2918407";"Juazeiro (BA)";"13635";"8652"
"MU";"2918456";"Jucuruçu (BA)";"81512";"75205"
"MU";"2918506";"Jussara (BA)";"10402";"10255"
"MU";"2918555";"Jussari (BA)";"21260";"18880"
"MU";"2918605";"Jussiape (BA)";"7985";"5003"
"MU";"2918704";"Lafaiete Coutinho (BA)";"12817";"11591"
"MU";"2918753";"Lagoa Real (BA)";"18439";"10168"
"MU";"2918803";"Laje (BA)";"19132";"14559"
"MU";"2918902";"Lajedão (BA)";"47302";"48529"
"MU";"2919009";"Lajedinho (BA)";"12863";"13188"
"MU";"2919058";"Lajedo do Tabocal (BA)";"6326";"6905"
"MU";"2919108";"Lamarão (BA)";"6657";"5800"
"MU";"2919157";"Lapão (BA)";"10007";"8379"
"MU";"2919207";"Lauro de Freitas (BA)";"177";"125"
"MU";"2919306";"Lençóis (BA)";"4192";"2600"
"MU";"2919405";"Licínio de Almeida (BA)";"13975";"11477"
"MU";"2919504";"Livramento de Nossa Senhora (BA)";"38122";"22721"
"MU";"2919553";"Luís Eduardo Magalhães (BA)";"38635";"36865"
"MU";"2919603";"Macajuba (BA)";"18081";"15909"
"MU";"2919702";"Macarani (BA)";"112278";"106696"
"MU";"2919801";"Macaúbas (BA)";"34318";"22784"
"MU";"2919900";"Macururé (BA)";"3127";"1834"
"MU";"2919926";"Madre de Deus (BA)";"...";"..."
"MU";"2919959";"Maetinga (BA)";"6872";"6595"
"MU";"2920007";"Maiquinique (BA)";"47370";"48857"
"MU";"2920106";"Mairi (BA)";"32953";"29750"
"MU";"2920205";"Malhada (BA)";"60949";"71023"
"MU";"2920304";"Malhada de Pedras (BA)";"12416";"10631"
"MU";"2920403";"Manoel Vitorino (BA)";"46280";"42023"
"MU";"2920452";"Mansidão (BA)";"17164";"19390"
"MU";"2920502";"Maracás (BA)";"43883";"40598"
"MU";"2920601";"Maragogipe (BA)";"7966";"4582"
"MU";"2920700";"Maraú (BA)";"2686";"3558"
"MU";"2920809";"Marcionílio Souza (BA)";"36794";"35075"
"MU";"2920908";"Mascote (BA)";"19921";"17265"
"MU";"2921005";"Mata de São João (BA)";"14443";"11198"
"MU";"2921054";"Matina (BA)";"23890";"25261"
"MU";"2921104";"Medeiros Neto (BA)";"123491";"116256"
"MU";"2921203";"Miguel Calmon (BA)";"33758";"30915"
"MU";"2921302";"Milagres (BA)";"3821";"3249"
"MU";"2921401";"Mirangaba (BA)";"17985";"14733"
"MU";"2921450";"Mirante (BA)";"14778";"11718"
"MU";"2921500";"Monte Santo (BA)";"24247";"24371"
"MU";"2921609";"Morpará (BA)";"23837";"19297"
"MU";"2921708";"Morro do Chapéu (BA)";"38534";"31155"
"MU";"2921807";"Mortugaba (BA)";"9979";"6917"
"MU";"2921906";"Mucugê (BA)";"8365";"4703"
"MU";"2922003";"Mucuri (BA)";"42696";"38985"
"MU";"2922052";"Mulungu do Morro (BA)";"3535";"2870"
"MU";"2922102";"Mundo Novo (BA)";"43884";"47686"
"MU";"2922201";"Muniz Ferreira (BA)";"6955";"4491"
"MU";"2922250";"Muquém do São Francisco (BA)";"78337";"75042"
"MU";"2922300";"Muritiba (BA)";"4932";"2581"
"MU";"2922409";"Mutuípe (BA)";"12058";"8236"
"MU";"2922508";"Nazaré (BA)";"8015";"5905"
"MU";"2922607";"Nilo Peçanha (BA)";"525";"174"
"MU";"2922656";"Nordestina (BA)";"6784";"4760"
"MU";"2922706";"Nova Canaã (BA)";"53809";"45836"
"MU";"2922730";"Nova Fátima (BA)";"14480";"13221"
"MU";"2922755";"Nova Ibiá (BA)";"3245";"1774"
"MU";"2922805";"Nova Itarana (BA)";"7479";"7024"
"MU";"2922854";"Nova Redenção (BA)";"9220";"12466"
"MU";"2922904";"Nova Soure (BA)";"18823";"17733"
"MU";"2923001";"Nova Viçosa (BA)";"28415";"22851"
"MU";"2923035";"Novo Horizonte (BA)";"9439";"8100"
"MU";"2923050";"Novo Triunfo (BA)";"6064";"5079"
"MU";"2923100";"Olindina (BA)";"22726";"16416"
"MU";"2923209";"Oliveira dos Brejinhos (BA)";"25830";"26200"
"MU";"2923308";"Ouriçangas (BA)";"7324";"6758"
"MU";"2923357";"Ourolândia (BA)";"16006";"11991"
"MU";"2923407";"Palmas de Monte Alto (BA)";"90255";"91378"
"MU";"2923506";"Palmeiras (BA)";"3017";"3000"
"MU";"2923605";"Paramirim (BA)";"17153";"9013"
"MU";"2923704";"Paratinga (BA)";"40651";"30340"
"MU";"2923803";"Paripiranga (BA)";"19738";"19318"
"MU";"2923902";"Pau Brasil (BA)";"41011";"29244"
"MU";"2924009";"Paulo Afonso (BA)";"18038";"11967"
"MU";"2924058";"Pé de Serra (BA)";"29081";"25525"
"MU";"2924108";"Pedrão (BA)";"9050";"6185"
"MU";"2924207";"Pedro Alexandre (BA)";"33497";"29526"
"MU";"2924306";"Piatã (BA)";"7263";"3996"
"MU";"2924405";"Pilão Arcado (BA)";"16959";"10032"
"MU";"2924504";"Pindaí (BA)";"22111";"24989"
"MU";"2924603";"Pindobaçu (BA)";"14212";"9378"
"MU";"2924652";"Pintadas (BA)";"29883";"24034"
"MU";"2924678";"Piraí do Norte (BA)";"2790";"1809"
"MU";"2924702";"Piripá (BA)";"10009";"7934"
"MU";"2924801";"Piritiba (BA)";"25650";"27838"
"MU";"2924900";"Planaltino (BA)";"20628";"13748"
"MU";"2925006";"Planalto (BA)";"33761";"28971"
"MU";"2925105";"Poções (BA)";"25790";"25957"
"MU";"2925204";"Pojuca (BA)";"7222";"6663"
"MU";"2925253";"Ponto Novo (BA)";"13015";"7775"
"MU";"2925303";"Porto Seguro (BA)";"49102";"40573"
"MU";"2925402";"Potiraguá (BA)";"75104";"62981"
"MU";"2925501";"Prado (BA)";"86025";"77997"
"MU";"2925600";"Presidente Dutra (BA)";"3436";"3267"
"MU";"2925709";"Presidente Jânio Quadros (BA)";"22019";"16138"
"MU";"2925758";"Presidente Tancredo Neves (BA)";"6081";"3886"
"MU";"2925808";"Queimadas (BA)";"48363";"37786"
"MU";"2925907";"Quijingue (BA)";"23684";"19025"
"MU";"2925931";"Quixabeira (BA)";"7534";"6150"
"MU";"2925956";"Rafael Jambeiro (BA)";"34374";"26470"
"MU";"2926004";"Remanso (BA)";"28116";"19254"
"MU";"2926103";"Retirolândia (BA)";"5043";"3612"
"MU";"2926202";"Riachão das Neves (BA)";"84907";"97888"
"MU";"2926301";"Riachão do Jacuípe (BA)";"43660";"37355"
"MU";"2926400";"Riacho de Santana (BA)";"84550";"81802"
"MU";"2926509";"Ribeira do Amparo (BA)";"14262";"12228"
"MU";"2926608";"Ribeira do Pombal (BA)";"49007";"41544"
"MU";"2926657";"Ribeirão do Largo (BA)";"67613";"58963"
"MU";"2926707";"Rio de Contas (BA)";"8270";"4849"
"MU";"2926806";"Rio do Antônio (BA)";"17170";"13333"
"MU";"2926905";"Rio do Pires (BA)";"8822";"10412"
"MU";"2927002";"Rio Real (BA)";"31172";"32912"
"MU";"2927101";"Rodelas (BA)";"1327";"503"
"MU";"2927200";"Ruy Barbosa (BA)";"40369";"37479"
"MU";"2927309";"Salinas da Margarida (BA)";"95";"300"
"MU";"2927408";"Salvador (BA)";"339";"95"
"MU";"2927507";"Santa Bárbara (BA)";"14543";"10820"
"MU";"2927606";"Santa Brígida (BA)";"20304";"15469"
"MU";"2927705";"Santa Cruz Cabrália (BA)";"18788";"13358"
"MU";"2927804";"Santa Cruz da Vitória (BA)";"31476";"28902"
"MU";"2927903";"Santa Inês (BA)";"5303";"3009"
"MU";"2928000";"Santaluz (BA)";"31080";"26209"
"MU";"2928059";"Santa Luzia (BA)";"9902";"7865"
"MU";"2928109";"Santa Maria da Vitória (BA)";"83841";"77705"
"MU";"2928208";"Santana (BA)";"67760";"107081"
"MU";"2928307";"Santanópolis (BA)";"7507";"6306"
"MU";"2928406";"Santa Rita de Cássia (BA)";"96631";"70202"
"MU";"2928505";"Santa Terezinha (BA)";"16636";"5370"
"MU";"2928604";"Santo Amaro (BA)";"19403";"15357"
"MU";"2928703";"Santo Antônio de Jesus (BA)";"15109";"15172"
"MU";"2928802";"Santo Estêvão (BA)";"12458";"8809"
"MU";"2928901";"São Desidério (BA)";"64982";"62793"
"MU";"2928950";"São Domingos (BA)";"6846";"5964"
"MU";"2929008";"São Félix (BA)";"4270";"3804"
"MU";"2929057";"São Félix do Coribe (BA)";"64940";"54100"
"MU";"2929107";"São Felipe (BA)";"16829";"9937"
"MU";"2929206";"São Francisco do Conde (BA)";"6646";"6537"
"MU";"2929255";"São Gabriel (BA)";"5723";"5537"
"MU";"2929305";"São Gonçalo dos Campos (BA)";"14651";"11310"
"MU";"2929354";"São José da Vitória (BA)";"1921";"2886"
"MU";"2929370";"São José do Jacuípe (BA)";"14446";"11602"
"MU";"2929404";"São Miguel das Matas (BA)";"9783";"8689"
"MU";"2929503";"São Sebastião do Passé (BA)";"34605";"30657"
"MU";"2929602";"Sapeaçu (BA)";"6530";"5279"
"MU";"2929701";"Sátiro Dias (BA)";"13271";"12537"
"MU";"2929750";"Saubara (BA)";"553";"282"
"MU";"2929800";"Saúde (BA)";"10950";"7410"
"MU";"2929909";"Seabra (BA)";"16022";"10064"
"MU";"2930006";"Sebastião Laranjeiras (BA)";"30479";"31184"
"MU";"2930105";"Senhor do Bonfim (BA)";"23780";"14582"
"MU";"2930154";"Serra do Ramalho (BA)";"76050";"78735"
"MU";"2930204";"Sento Sé (BA)";"31332";"18806"
"MU";"2930303";"Serra Dourada (BA)";"70011";"81605"
"MU";"2930402";"Serra Preta (BA)";"31638";"27145"
"MU";"2930501";"Serrinha (BA)";"19080";"15671"
"MU";"2930600";"Serrolândia (BA)";"11709";"8778"
"MU";"2930709";"Simões Filho (BA)";"2335";"904"
"MU";"2930758";"Sítio do Mato (BA)";"36047";"45469"
"MU";"2930766";"Sítio do Quinto (BA)";"19633";"18617"
"MU";"2930774";"Sobradinho (BA)";"4822";"3732"
"MU";"2930808";"Souto Soares (BA)";"4629";"2494"
"MU";"2930907";"Tabocas do Brejo Velho (BA)";"31168";"34281"
"MU";"2931004";"Tanhaçu (BA)";"28751";"26956"
"MU";"2931053";"Tanque Novo (BA)";"11895";"7339"
"MU";"2931103";"Tanquinho (BA)";"9495";"6697"
"MU";"2931202";"Taperoá (BA)";"1165";"458"
"MU";"2931301";"Tapiramutá (BA)";"25180";"19805"
"MU";"2931350";"Teixeira de Freitas (BA)";"90658";"79305"
"MU";"2931400";"Teodoro Sampaio (BA)";"14050";"11316"
"MU";"2931509";"Teofilândia (BA)";"11047";"10100"
"MU";"2931608";"Teolândia (BA)";"3195";"1416"
"MU";"2931707";"Terra Nova (BA)";"15563";"17394"
"MU";"2931806";"Tremedal (BA)";"33170";"30821"
"MU";"2931905";"Tucano (BA)";"33933";"28596"
"MU";"2932002";"Uauá (BA)";"3300";"2477"
"MU";"2932101";"Ubaíra (BA)";"17352";"16990"
"MU";"2932200";"Ubaitaba (BA)";"5122";"4024"
"MU";"2932309";"Ubatã (BA)";"3999";"2080"
"MU";"2932408";"Uibaí (BA)";"4019";"2941"
"MU";"2932457";"Umburanas (BA)";"6250";"5844"
"MU";"2932507";"Una (BA)";"6333";"4240"
"MU";"2932606";"Urandi (BA)";"22313";"21266"
"MU";"2932705";"Uruçuca (BA)";"2665";"2449"
"MU";"2932804";"Utinga (BA)";"18375";"17409"
"MU";"2932903";"Valença (BA)";"7362";"3700"
"MU";"2933000";"Valente (BA)";"5889";"5141"
"MU";"2933059";"Várzea da Roça (BA)";"16683";"12830"
"MU";"2933109";"Várzea do Poço (BA)";"9099";"7586"
"MU";"2933158";"Várzea Nova (BA)";"8945";"7057"
"MU";"2933174";"Varzedo (BA)";"11272";"10501"
"MU";"2933208";"Vera Cruz (BA)";"361";"148"
"MU";"2933257";"Vereda (BA)";"67481";"62699"
"MU";"2933307";"Vitória da Conquista (BA)";"114453";"109624"
"MU";"2933406";"Wagner (BA)";"3656";"1973"
"MU";"2933455";"Wanderley (BA)";"107046";"93320"
"MU";"2933505";"Wenceslau Guimarães (BA)";"8322";"5630"
"MU";"2933604";"Xique-Xique (BA)";"25758";"21983"
"MU";"3100104";"Abadia dos Dourados (MG)";"62899";"54969"
"MU";"3100203";"Abaeté (MG)";"101075";"102986"
"MU";"3100302";"Abre Campo (MG)";"20540";"23329"
"MU";"3100401";"Acaiaca (MG)";"4383";"4364"
"MU";"3100500";"Açucena (MG)";"45870";"43334"
"MU";"3100609";"Água Boa (MG)";"63188";"60665"
"MU";"3100708";"Água Comprida (MG)";"10933";"8171"
"MU";"3100807";"Aguanil (MG)";"17767";"15281"
"MU";"3100906";"Águas Formosas (MG)";"54456";"48395"
"MU";"3101003";"Águas Vermelhas (MG)";"7336";"8600"
"MU";"3101102";"Aimorés (MG)";"98657";"73072"
"MU";"3101201";"Aiuruoca (MG)";"25731";"28354"
"MU";"3101300";"Alagoa (MG)";"7692";"7838"
"MU";"3101409";"Albertina (MG)";"1995";"2052"
"MU";"3101508";"Além Paraíba (MG)";"30657";"30065"
"MU";"3101607";"Alfenas (MG)";"36270";"29405"
"MU";"3101631";"Alfredo Vasconcelos (MG)";"5500";"5656"
"MU";"3101706";"Almenara (MG)";"65295";"72122"
"MU";"3101805";"Alpercata (MG)";"16682";"16311"
"MU";"3101904";"Alpinópolis (MG)";"28880";"28450"
"MU";"3102001";"Alterosa (MG)";"20350";"21765"
"MU";"3102050";"Alto Caparaó (MG)";"1346";"1055"
"MU";"3102100";"Alto Rio Doce (MG)";"18885";"20684"
"MU";"3102209";"Alvarenga (MG)";"15930";"15388"
"MU";"3102308";"Alvinópolis (MG)";"18742";"20603"
"MU";"3102407";"Alvorada de Minas (MG)";"14011";"15152"
"MU";"3102506";"Amparo do Serra (MG)";"7782";"8188"
"MU";"3102605";"Andradas (MG)";"23599";"17882"
"MU";"3102704";"Cachoeira de Pajeú (MG)";"14919";"13811"
"MU";"3102803";"Andrelândia (MG)";"25566";"28253"
"MU";"3102852";"Angelândia (MG)";"2392";"2850"
"MU";"3102902";"Antônio Carlos (MG)";"18626";"17774"
"MU";"3103009";"Antônio Dias (MG)";"12437";"13002"
"MU";"3103108";"Antônio Prado de Minas (MG)";"7338";"5686"
"MU";"3103207";"Araçaí (MG)";"8224";"6455"
"MU";"3103306";"Aracitaba (MG)";"6425";"5404"
"MU";"3103405";"Araçuaí (MG)";"36114";"33857"
"MU";"3103504";"Araguari (MG)";"183158";"158927"
"MU";"3103603";"Arantina (MG)";"2311";"2971"
"MU";"3103702";"Araponga (MG)";"4998";"5428"
"MU";"3103751";"Araporã (MG)";"6968";"6101"
"MU";"3103801";"Arapuá (MG)";"21507";"21754"
"MU";"3103900";"Araújos (MG)";"25000";"24800"
"MU";"3104007";"Araxá (MG)";"73265";"60230"
"MU";"3104106";"Arceburgo (MG)";"13776";"13300"
"MU";"3104205";"Arcos (MG)";"36642";"33835"
"MU";"3104304";"Areado (MG)";"21131";"17756"
"MU";"3104403";"Argirita (MG)";"8049";"9685"
"MU";"3104452";"Aricanduva (MG)";"6620";"6934"
"MU";"3104502";"Arinos (MG)";"124430";"112289"
"MU";"3104601";"Astolfo Dutra (MG)";"8026";"11284"
"MU";"3104700";"Ataléia (MG)";"146462";"118893"
"MU";"3104809";"Augusto de Lima (MG)";"29702";"29615"
"MU";"3104908";"Baependi (MG)";"35779";"39135"
"MU";"3105004";"Baldim (MG)";"16030";"16866"
"MU";"3105103";"Bambuí (MG)";"91496";"95550"
"MU";"3105202";"Bandeira (MG)";"24687";"23836"
"MU";"3105301";"Bandeira do Sul (MG)";"2096";"2435"
"MU";"3105400";"Barão de Cocais (MG)";"3413";"3895"
"MU";"3105509";"Barão de Monte Alto (MG)";"13853";"19342"
"MU";"3105608";"Barbacena (MG)";"37274";"27678"
"MU";"3105707";"Barra Longa (MG)";"18044";"19043"
"MU";"3105905";"Barroso (MG)";"3239";"3241"
"MU";"3106002";"Bela Vista de Minas (MG)";"1862";"1863"
"MU";"3106101";"Belmiro Braga (MG)";"18002";"18290"
"MU";"3106200";"Belo Horizonte (MG)";"819";"376"
"MU";"3106309";"Belo Oriente (MG)";"7604";"7836"
"MU";"3106408";"Belo Vale (MG)";"15000";"14315"
"MU";"3106507";"Berilo (MG)";"7709";"7672"
"MU";"3106606";"Bertópolis (MG)";"35786";"33847"
"MU";"3106655";"Berizal (MG)";"6355";"15288"
"MU";"3106705";"Betim (MG)";"9830";"8437"
"MU";"3106804";"Bias Fortes (MG)";"12974";"14043"
"MU";"3106903";"Bicas (MG)";"10268";"9143"
"MU";"3107000";"Biquinhas (MG)";"27854";"24619"
"MU";"3107109";"Boa Esperança (MG)";"29781";"27016"
"MU";"3107208";"Bocaina de Minas (MG)";"10625";"12390"
"MU";"3107307";"Bocaiúva (MG)";"69885";"71387"
"MU";"3107406";"Bom Despacho (MG)";"89374";"82205"
"MU";"3107505";"Bom Jardim de Minas (MG)";"6985";"7999"
"MU";"3107604";"Bom Jesus da Penha (MG)";"7900";"6950"
"MU";"3107703";"Bom Jesus do Amparo (MG)";"10427";"9349"
"MU";"3107802";"Bom Jesus do Galho (MG)";"26102";"24942"
"MU";"3107901";"Bom Repouso (MG)";"17704";"14753"
"MU";"3108008";"Bom Sucesso (MG)";"41413";"38720"
"MU";"3108107";"Bonfim (MG)";"10345";"11991"
"MU";"3108206";"Bonfinópolis de Minas (MG)";"48230";"42358"
"MU";"3108255";"Bonito de Minas (MG)";"23369";"15263"
"MU";"3108305";"Borda da Mata (MG)";"26727";"25262"
"MU";"3108404";"Botelhos (MG)";"17647";"16423"
"MU";"3108503";"Botumirim (MG)";"10584";"9980"
"MU";"3108552";"Brasilândia de Minas (MG)";"64105";"60762"
"MU";"3108602";"Brasília de Minas (MG)";"46605";"36517"
"MU";"3108701";"Brás Pires (MG)";"4201";"4416"
"MU";"3108800";"Braúnas (MG)";"15200";"16068"
"MU";"3108909";"Brazópolis (MG)";"26001";"27929"
"MU";"3109006";"Brumadinho (MG)";"13480";"15286"
"MU";"3109105";"Bueno Brandão (MG)";"22113";"26510"
"MU";"3109204";"Buenópolis (MG)";"30170";"25984"
"MU";"3109253";"Bugre (MG)";"9487";"7952"
"MU";"3109303";"Buritis (MG)";"110185";"87467"
"MU";"3109402";"Buritizeiro (MG)";"88269";"79983"
"MU";"3109451";"Cabeceira Grande (MG)";"45930";"40091"
"MU";"3109501";"Cabo Verde (MG)";"18138";"17672"
"MU";"3109600";"Cachoeira da Prata (MG)";"2519";"2413"
"MU";"3109709";"Cachoeira de Minas (MG)";"20952";"22635"
"MU";"3109808";"Cachoeira Dourada (MG)";"11320";"12583"
"MU";"3109907";"Caetanópolis (MG)";"4232";"5320"
"MU";"3110004";"Caeté (MG)";"6249";"9434"
"MU";"3110103";"Caiana (MG)";"4553";"3642"
"MU";"3110202";"Cajuri (MG)";"2534";"2458"
"MU";"3110301";"Caldas (MG)";"49477";"44402"
"MU";"3110400";"Camacho (MG)";"8444";"9210"
"MU";"3110509";"Camanducaia (MG)";"16787";"17461"
"MU";"3110608";"Cambuí (MG)";"17721";"18388"
"MU";"3110707";"Cambuquira (MG)";"11600";"9469"
"MU";"3110806";"Campanário (MG)";"21371";"17471"
"MU";"3110905";"Campanha (MG)";"11595";"9378"
"MU";"3111002";"Campestre (MG)";"23123";"22722"
"MU";"3111101";"Campina Verde (MG)";"371200";"338730"
"MU";"3111150";"Campo Azul (MG)";"15542";"11865"
"MU";"3111200";"Campo Belo (MG)";"51113";"44517"
"MU";"3111309";"Campo do Meio (MG)";"5686";"4618"
"MU";"3111408";"Campo Florido (MG)";"65777";"55472"
"MU";"3111507";"Campos Altos (MG)";"22890";"20672"
"MU";"3111606";"Campos Gerais (MG)";"28500";"21338"
"MU";"3111705";"Canaã (MG)";"5260";"5985"
"MU";"3111804";"Canápolis (MG)";"48847";"44720"
"MU";"3111903";"Cana Verde (MG)";"18966";"18832"
"MU";"3112000";"Candeias (MG)";"43099";"41884"
"MU";"3112059";"Cantagalo (MG)";"7300";"7620"
"MU";"3112109";"Caparaó (MG)";"2027";"2312"
"MU";"3112208";"Capela Nova (MG)";"4167";"4282"
"MU";"3112307";"Capelinha (MG)";"16500";"16920"
"MU";"3112406";"Capetinga (MG)";"15560";"12000"
"MU";"3112505";"Capim Branco (MG)";"6920";"5723"
"MU";"3112604";"Capinópolis (MG)";"39000";"45450"
"MU";"3112653";"Capitão Andrade (MG)";"24564";"19406"
"MU";"3112703";"Capitão Enéas (MG)";"32095";"33974"
"MU";"3112802";"Capitólio (MG)";"20468";"20644"
"MU";"3112901";"Caputira (MG)";"5600";"5923"
"MU";"3113008";"Caraí (MG)";"23004";"22100"
"MU";"3113107";"Caranaíba (MG)";"5201";"6323"
"MU";"3113206";"Carandaí (MG)";"15182";"15407"
"MU";"3113305";"Carangola (MG)";"16070";"17364"
"MU";"3113404";"Caratinga (MG)";"32893";"39615"
"MU";"3113503";"Carbonita (MG)";"5082";"4300"
"MU";"3113602";"Careaçu (MG)";"14485";"15137"
"MU";"3113701";"Carlos Chagas (MG)";"283130";"237128"
"MU";"3113800";"Carmésia (MG)";"4450";"4677"
"MU";"3113909";"Carmo da Cachoeira (MG)";"14780";"13369"
"MU";"3114006";"Carmo da Mata (MG)";"30500";"26772"
"MU";"3114105";"Carmo de Minas (MG)";"21540";"20197"
"MU";"3114204";"Carmo do Cajuru (MG)";"30567";"32092"
"MU";"3114303";"Carmo do Paranaíba (MG)";"128695";"128725"
"MU";"3114402";"Carmo do Rio Claro (MG)";"42000";"42604"
"MU";"3114501";"Carmópolis de Minas (MG)";"31015";"30052"
"MU";"3114550";"Carneirinho (MG)";"237430";"193015"
"MU";"3114600";"Carrancas (MG)";"18267";"18100"
"MU";"3114709";"Carvalhópolis (MG)";"5390";"4059"
"MU";"3114808";"Carvalhos (MG)";"14174";"15859"
"MU";"3114907";"Casa Grande (MG)";"6020";"8710"
"MU";"3115003";"Cascalho Rico (MG)";"28576";"29007"
"MU";"3115102";"Cássia (MG)";"55500";"44900"
"MU";"3115201";"Conceição da Barra de Minas (MG)";"11505";"12908"
"MU";"3115300";"Cataguases (MG)";"29181";"25525"
"MU";"3115359";"Catas Altas (MG)";"1787";"1502"
"MU";"3115409";"Catas Altas da Noruega (MG)";"1562";"2797"
"MU";"3115458";"Catuji (MG)";"9456";"10289"
"MU";"3115474";"Catuti (MG)";"9210";"10385"
"MU";"3115508";"Caxambu (MG)";"5367";"5459"
"MU";"3115607";"Cedro do Abaeté (MG)";"10063";"10915"
"MU";"3115706";"Central de Minas (MG)";"17395";"12128"
"MU";"3115805";"Centralina (MG)";"17948";"21468"
"MU";"3115904";"Chácara (MG)";"8179";"8975"
"MU";"3116001";"Chalé (MG)";"12030";"15071"
"MU";"3116100";"Chapada do Norte (MG)";"4055";"8540"
"MU";"3116159";"Chapada Gaúcha (MG)";"24539";"22898"
"MU";"3116209";"Chiador (MG)";"10680";"14352"
"MU";"3116308";"Cipotânea (MG)";"3757";"5713"
"MU";"3116407";"Claraval (MG)";"11100";"9700"
"MU";"3116506";"Claro dos Poções (MG)";"25067";"24048"
"MU";"3116605";"Cláudio (MG)";"36500";"42462"
"MU";"3116704";"Coimbra (MG)";"5399";"5915"
"MU";"3116803";"Coluna (MG)";"16920";"17039"
"MU";"3116902";"Comendador Gomes (MG)";"93222";"74010"
"MU";"3117009";"Comercinho (MG)";"13754";"12649"
"MU";"3117108";"Conceição da Aparecida (MG)";"18250";"16590"
"MU";"3117207";"Conceição das Pedras (MG)";"6915";"6551"
"MU";"3117306";"Conceição das Alagoas (MG)";"38493";"32546"
"MU";"3117405";"Conceição de Ipanema (MG)";"11712";"17352"
